first,system:index,CID,RASTERVALU,Type,Urban
1.070920456995042,0,0,0.1601,3,1
1.369178082191781,1,0,0.0769,9,0
0.9358443708609271,2,0,0.1499,4,1
0.8400531679220203,3,0,0.2338,1,1
0.9415307402760351,4,0,0.1629,1,1
0.860746190225959,5,0,0.1706,3,1
1.0109773371104815,6,0,0.1111,1,1
0.9791632485643972,7,0,0.1545,1,1
1.063146314631463,8,0,0.1066,1,1
0.8988954970263382,9,0,0.1695,1,1
0.893995792199385,10,0,0.1816,6,1
0.948381742738589,11,0,0.1267,1,1
0.9666238767650835,12,0,0.1398,1,1
1.0288815661949988,13,0,0.2097,1,1
0.8486824232545505,14,0,0.1764,1,1
0.9303430079155673,15,0,0.1605,1,1
0.9037873441543166,16,0,0.1644,1,1
0.9101211410707307,17,0,0.1268,1,1
1.1065830721003134,18,0,0.1405,4,1
0.8732353788533566,19,0,0.1425,1,1
0.7849169616117615,20,0,0.1879,1,1
0.9750642285023425,21,0,0.139,1,1
1.0461476725521668,22,0,0.0851,1,1
1.0087189805499663,23,0,0.105,3,1
1.03889400921659,24,0,0.1342,6,1
0.9563742870356097,25,0,0.0849,1,1
0.8336986301369863,26,0,0.1042,1,1
0.9129756706175919,27,0,0.1509,1,1
0.8543275632490013,28,0,0.1625,1,1
0.934111285043404,29,0,0.1609,1,1
0.949550794747754,30,0,0.1595,1,1
0.8944625407166122,31,0,0.1564,1,1
0.922624301265078,32,0,0.1428,1,1
0.9758681577398468,33,0,0.0968,2,1
0.8649819494584838,34,0,0.0774,2,1
0.8567800914169629,35,0,0.1914,1,1
1.1796893113841873,36,0,0.1507,2,1
1.0741712377772479,37,0,0.0954,2,1
0.9491803278688525,38,0,0.1289,2,1
1.1136196319018405,39,0,0.0931,2,1
0.9411129119394921,40,0,0.1176,3,1
0.9892924627335713,41,0,0.1052,3,1
0.9892273402674591,42,0,0.1231,3,1
1.1040587219343696,43,0,0.1256,3,1
1.062513155125237,44,0,0.102,2,1
1.1552033492822966,45,0,0.0756,3,1
1.0357076780758556,46,0,0.1473,3,1
1.2012067765142724,47,0,0.1039,3,1
0.9489669786332332,48,0,0.1316,3,1
0.9826086956521741,49,0,0.1247,6,1
1.325229765787133,50,0,0.1503,3,1
1.0516493055555556,51,0,0.0757,6,1
1.0017094017094017,52,0,0.1292,6,1
1.0870821295914155,53,0,0.1375,3,1
0.9551585854903392,54,0,0.1254,3,1
0.9836131095123901,55,0,0.1244,3,1
1.0604418507711546,56,0,0.1093,3,1
0.8978812750524908,57,0,0.1381,6,1
0.8740692780835222,58,0,0.1588,3,1
0.9273703041144902,59,0,0.1355,3,1
1.1279132791327915,60,0,0.1333,3,1
1.0134529147982063,61,0,0.0943,6,1
1.14362296180478,62,0,0.1579,3,1
0.95903911302741,63,0,0.1179,1,1
0.9897417757339936,64,0,0.1417,3,1
0.9795545819642203,65,0,0.1009,3,1
1.270145106514356,66,0,0.0929,3,1
1.0277676287906468,67,0,0.1279,3,1
0.9781506047600469,68,0,0.159,3,1
0.9736649597659108,69,0,0.133,3,1
0.9911019849418208,70,0,0.131,3,1
0.9413407821229051,71,0,0.1616,2,1
0.858652153033456,72,0,0.134,3,1
0.9986423291597524,73,0,0.1589,1,1
1.0420636765047642,74,0,0.1217,7,0
0.9223209223209222,75,0,0.0657,3,1
0.9714603409933282,76,0,0.1246,3,1
1.013383423338812,77,0,0.1523,3,1
1.0587502594976126,78,0,0.181,2,1
1.0370065789473684,79,0,0.144,3,1
1.4708097928436912,80,0,0.0976,2,1
1.031841255191509,81,0,0.1088,3,1
1.2675409836065574,82,0,0.0779,3,1
0.9657184536834427,83,0,0.1515,6,1
0.9554056277768636,84,0,0.1444,1,1
1.0132359653126424,85,0,0.122,3,1
1.088842495940617,86,0,0.1312,2,1
1.0120666538977208,87,0,0.0711,1,1
1.0130758398712534,88,0,0.1297,3,1
1.1614595754829478,89,0,0.1413,3,1
0.8730871015993555,90,0,0.1932,1,1
1.1130393996247656,91,0,0.1136,3,1
0.9547808077321365,92,0,0.1715,3,1
0.9899754956560481,93,0,0.0512,3,1
0.9639619721423834,94,0,0.1386,6,1
1.0219244823386113,95,0,0.1066,3,1
0.989108362562304,96,0,0.1386,3,1
1.0510266314291523,97,0,0.1785,3,1
1.0074396661223006,98,0,0.1641,3,1
0.8884929472902747,99,0,0.1855,1,1
0.9759595107549558,100,0,0.1514,3,1
0.9364230540701128,101,0,0.1366,3,1
1.0795937211449678,102,0,0.1181,6,1
1.0837004405286343,103,0,0.1702,4,1
0.7834774255523536,104,0,0.138,4,1
1.0142224294707392,105,0,0.1318,4,1
1.1995464852607711,106,0,0.1714,4,1
1.0640350877192983,107,0,0.1395,4,1
1.0463917525773194,108,0,0.1994,6,1
1.0480220012693038,109,0,0.1329,4,1
1.1534751773049643,110,0,0.1691,4,1
1.079146593255334,111,0,0.1001,4,1
1.1943202734683145,112,0,0.1163,4,1
0.9581970192657215,113,0,0.1641,4,1
0.9182313749242882,114,0,0.1575,4,1
0.966935142009326,115,0,0.142,4,1
0.9818736882274374,116,0,0.1385,4,1
1.0527325023969318,117,0,0.1568,4,1
1.1516793066088842,118,0,0.0722,4,1
0.9993524714008201,119,0,0.0886,4,1
1.0291878172588833,120,0,0.1381,4,1
1.1006274692075297,121,0,0.1514,4,1
1.255915317559153,122,0,0.0881,4,1
1.0456265301580236,123,0,0.098,4,1
1.2010804321728692,124,0,0.0881,4,1
0.9011177987962167,125,0,0.1321,6,1
0.9795918367346937,126,0,0.1456,6,1
0.9746856663872588,127,0,0.1142,6,1
1.0271035598705502,128,0,0.1226,6,1
1.023760092272203,129,0,0.1355,6,1
1.0606644198363024,130,0,0.0956,3,1
0.9310407239819004,131,0,0.1114,6,1
0.9592043155765339,132,0,0.2202,3,1
1.2238403451995683,133,0,0.0647,6,1
0.9908918406072106,134,0,0.1672,6,1
0.9684130887081522,135,0,0.0847,6,1
0.9627251649723562,136,0,0.1054,6,1
1.0205908683974934,137,0,0.1321,6,1
1.0483660130718953,138,0,0.1281,1,1
1.132057862809146,139,0,0.1071,6,1
0.9738243123336292,140,0,0.1479,4,1
1.0630366492146597,141,0,0.1463,6,1
1.1642099056603772,142,0,0.0836,7,0
0.967032967032967,143,0,0.1664,6,1
1.1128965801400907,144,0,0.1564,2,1
1.022461124976003,145,0,0.1686,6,1
0.9526558891454966,146,0,0.1386,3,1
